neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,log_price
Brooklyn,Bergen Beach,40.62806,-73.91445,Private room,2,202,2.93,1,325,5.049856007249537
Brooklyn,Williamsburg,40.71367,-73.93825,Entire home/apt,30,24,0.35,1,151,5.1647859739235145
Brooklyn,Bushwick,40.69868,-73.93017,Private room,5,114,1.66,1,36,4.700480365792417
Brooklyn,Williamsburg,40.71801,-73.95482,Entire home/apt,30,14,0.38,1,301,5.19295685089021
Bronx,Kingsbridge,40.88395,-73.89777,Entire home/apt,30,113,1.65,1,128,4.553876891600541
Manhattan,Harlem,40.82745,-73.94783,Private room,30,11,0.16,1,232,5.111987788356544
Brooklyn,Williamsburg,40.70811,-73.94474,Entire home/apt,30,28,0.44,3,34,5.10594547390058
Brooklyn,Bedford-Stuyvesant,40.69169,-73.95744,Entire home/apt,30,74,1.16,1,349,5.429345628954441
Manhattan,Upper East Side,40.78311,-73.94711,Entire home/apt,30,9,0.14,77,185,4.8283137373023015
Brooklyn,East New York,40.6682,-73.88527,Entire home/apt,30,28,0.41,2,364,5.342334251964811
Manhattan,West Village,40.73912,-74.00113,Entire home/apt,30,67,0.97,1,336,5.337538079701318
Manhattan,Harlem,40.80129,-73.9546,Private room,30,51,0.75,1,0,4.31748811353631
Manhattan,Harlem,40.82405,-73.94603,Private room,2,171,3.23,3,97,4.77912349311153
Manhattan,Washington Heights,40.83899,-73.94101,Private room,30,4,0.11,3,276,4.174387269895637
Manhattan,Upper East Side,40.78141,-73.94656,Entire home/apt,30,8,0.12,77,365,4.762173934797756
Brooklyn,East Flatbush,40.65285,-73.94942,Entire home/apt,30,0,0.0,1,0,4.442651256490317
Queens,Flushing,40.76369,-73.82926,Private room,30,4,0.06,3,364,4.31748811353631
Manhattan,Upper East Side,40.78117,-73.94656,Entire home/apt,30,7,0.14,77,244,4.962844630259907
Manhattan,Harlem,40.80746,-73.94989,Entire home/apt,30,222,3.24,4,364,5.003946305945459
Brooklyn,Williamsburg,40.71445,-73.95581,Private room,30,4,0.06,1,270,4.962844630259907
Brooklyn,Flatbush,40.64652,-73.95631,Entire home/apt,30,37,0.54,1,364,5.1647859739235145
Manhattan,Nolita,40.7222,-73.99543,Entire home/apt,30,0,0.0,2,332,5.54907608489522
Brooklyn,East Flatbush,40.6438,-73.94973,Entire home/apt,30,29,0.47,1,147,5.298317366548036
Queens,Woodside,40.74674,-73.90877,Private room,30,11,0.21,150,321,4.709530201312334
Manhattan,Midtown,40.76493,-73.97814,Entire home/apt,30,10,0.19,6,363,5.568344503761097
Manhattan,Harlem,40.82873,-73.94168,Private room,30,30,0.44,1,365,4.51085950651685
Brooklyn,Bedford-Stuyvesant,40.67777,-73.9196,Private room,30,60,0.88,3,180,5.652489180268651
Brooklyn,Bedford-Stuyvesant,40.67818,-73.91835,Entire home/apt,30,53,0.83,3,180,6.327936783729195
Queens,Richmond Hill,40.69739,-73.84743,Entire home/apt,30,46,0.67,1,89,4.6913478822291435
Queens,Astoria,40.768887,-73.933014,Private room,30,45,0.87,2,233,3.9512437185814275
Brooklyn,Bushwick,40.6826,-73.90428,Private room,30,10,0.16,1,65,3.784189633918261
Manhattan,Midtown,40.7552873,-73.9678204,Entire home/apt,31,0,0.0,1148,79,6.448889394146858
Manhattan,Financial District,40.70849320000001,-74.006492,Entire home/apt,31,0,0.0,1148,228,5.564520407322694
Queens,Briarwood,40.70909,-73.8147,Entire home/apt,2,216,3.15,1,31,4.836281906951478
Manhattan,Kips Bay,40.741153717041016,-73.97921752929688,Entire home/apt,30,11,0.17,138,296,5.236441962829949
Queens,Sunnyside,40.73606,-73.91926,Entire home/apt,30,6,0.14,2,364,4.77912349311153
Manhattan,Upper East Side,40.77517,-73.9456,Entire home/apt,30,84,1.65,1,60,5.298317366548036
Manhattan,East Harlem,40.79705,-73.93374,Private room,30,32,0.47,1,179,5.093750200806762
Queens,Ridgewood,40.70022,-73.90077,Entire home/apt,30,67,0.98,1,263,5.0369526024136295
Manhattan,Inwood,40.86116,-73.93006,Entire home/apt,30,1,0.02,1,177,4.804021044733257
Manhattan,Hell's Kitchen,40.75725,-73.99213,Entire home/apt,30,6,0.14,13,122,5.318119993844216
Queens,Long Island City,40.74229,-73.95238,Entire home/apt,30,1,0.01,1,269,5.198497031265826
Brooklyn,East New York,40.67641,-73.8824,Entire home/apt,30,18,0.3,1,290,5.003946305945459
Brooklyn,Williamsburg,40.71638,-73.94137,Private room,4,60,0.89,2,78,4.653960350157523
Staten Island,New Brighton,40.63651,-74.08917,Private room,30,40,0.58,3,243,3.9318256327243257
Manhattan,Upper East Side,40.78569,-73.95084,Entire home/apt,30,5,0.07,61,364,5.598421958998375
Brooklyn,Bedford-Stuyvesant,40.68018,-73.92734,Entire home/apt,30,37,0.62,1,364,5.662960480135946
Queens,Woodside,40.74468,-73.90795,Private room,30,16,0.25,150,290,4.634728988229636
Bronx,Pelham Gardens,40.86272,-73.84563,Entire home/apt,30,10,0.15,2,120,4.276666119016055
Manhattan,Harlem,40.82055,-73.95465,Private room,30,3,0.04,2,364,4.418840607796598
Manhattan,Gramercy,40.73407,-73.98358,Private room,30,12,0.26,20,346,4.406719247264253
Manhattan,Gramercy,40.73383,-73.98502,Private room,30,10,0.22,20,361,4.127134385045092
Manhattan,East Village,40.72436,-73.98241,Entire home/apt,30,8,0.12,1,204,5.857933154483459
Queens,Kew Gardens Hills,40.72708,-73.829,Entire home/apt,30,2,0.04,1,199,4.564348191467836
Brooklyn,Bedford-Stuyvesant,40.68386,-73.95246,Entire home/apt,30,107,1.56,1,365,5.093750200806762
Queens,Ozone Park,40.68435,-73.85178,Entire home/apt,30,31,0.48,1,364,5.293304824724492
Staten Island,New Brighton,40.638,-74.08768,Entire home/apt,30,0,0.0,1,270,7.091742115095153
Queens,St. Albans,40.69061,-73.7564,Entire home/apt,30,12,0.18,4,183,4.04305126783455
Brooklyn,Sheepshead Bay,40.60035,-73.95979,Entire home/apt,30,0,0.0,2,269,4.969813299576001
Manhattan,Kips Bay,40.73984909057617,-73.98014831542969,Entire home/apt,30,8,0.12,241,287,5.973809611869261
Manhattan,Chelsea,40.75003,-74.00011,Entire home/apt,30,6,0.09,1,270,7.30854279753919
Brooklyn,Sheepshead Bay,40.60035,-73.95957,Entire home/apt,30,0,0.0,4,179,4.859812404361672
Brooklyn,Sheepshead Bay,40.60026,-73.95793,Private room,30,0,0.0,4,179,4.553876891600541
Manhattan,Murray Hill,40.74462,-73.972,Entire home/apt,30,1,0.04,2,340,6.0112671744041615
Manhattan,Kips Bay,40.74533462524414,-73.9798583984375,Entire home/apt,30,14,0.23,138,362,5.0238805208462765
Manhattan,Kips Bay,40.74533462524414,-73.9798583984375,Entire home/apt,30,14,0.22,138,335,5.0238805208462765
Brooklyn,Park Slope,40.67097430837765,-73.97809766386119,Entire home/apt,30,18,0.33,3,106,6.29156913955832
Manhattan,Harlem,40.80111,-73.95658,Entire home/apt,30,25,0.69,1,249,5.62040086571715
Brooklyn,Prospect-Lefferts Gardens,40.66007,-73.95372,Private room,6,34,0.51,1,321,4.700480365792417
Manhattan,Upper East Side,40.7749,-73.95336,Entire home/apt,30,11,0.22,77,365,4.787491742782046
Manhattan,Inwood,40.8691,-73.92575,Entire home/apt,30,23,0.34,1,135,4.174387269895637
Manhattan,Harlem,40.80122,-73.95768,Private room,30,0,0.0,1,89,4.290459441148391
Brooklyn,East New York,40.67286,-73.88812,Private room,30,24,0.36,1,364,3.5553480614894135
Queens,Long Island City,40.74426,-73.95848,Private room,30,4,0.09,1,100,5.0106352940962555
Brooklyn,Carroll Gardens,40.68023,-74.00107,Entire home/apt,30,89,1.33,1,219,4.90527477843843
Manhattan,Midtown,40.75619,-73.96259,Entire home/apt,30,5,0.07,16,334,5.834810737062605
Manhattan,Midtown,40.75656,-73.96394,Entire home/apt,30,6,0.09,16,342,5.8289456176102075
Manhattan,Midtown,40.75661,-73.96302,Entire home/apt,30,2,0.05,16,364,5.840641657373398
Queens,East Elmhurst,40.76183,-73.86871,Entire home/apt,30,62,0.95,6,241,4.59511985013459
Brooklyn,Prospect-Lefferts Gardens,40.65918,-73.95527,Private room,4,64,1.32,2,318,5.220355825078324
Brooklyn,East Flatbush,40.65474,-73.92421,Private room,30,57,1.38,1,269,4.477336814478207
Manhattan,Midtown,40.76557,-73.98013,Private room,2,0,0.0,2,364,6.579251212010101
Brooklyn,East Flatbush,40.65427,-73.91952,Entire home/apt,30,26,0.7,2,365,5.176149732573829
Brooklyn,Williamsburg,40.70876,-73.96418,Entire home/apt,30,37,0.54,5,141,4.700480365792417
Manhattan,Lower East Side,40.71232,-73.99148,Entire home/apt,30,40,0.59,1,334,4.787491742782046
Brooklyn,East Flatbush,40.65597,-73.91668,Shared room,30,12,0.19,9,270,4.02535169073515
Manhattan,Tribeca,40.714,-74.00956,Entire home/apt,31,0,0.0,1148,167,6.253828811575473
Manhattan,Midtown,40.7604361,-73.96852299999999,Entire home/apt,31,0,0.0,1148,355,6.2422232654551655
Manhattan,Midtown,40.7604361,-73.96852299999999,Entire home/apt,31,2,0.04,1148,278,6.118097198041348
Manhattan,Midtown,40.7604361,-73.96852299999999,Entire home/apt,31,0,0.0,1148,325,6.246106765481563
Brooklyn,Williamsburg,40.71,-73.95939,Entire home/apt,30,24,0.4,5,315,4.700480365792417
Brooklyn,Williamsburg,40.70806,-73.96099,Entire home/apt,30,50,0.73,5,290,4.8283137373023015
Bronx,Westchester Square,40.84444,-73.84873,Private room,30,24,0.37,3,358,3.6635616461296463
Manhattan,Upper West Side,40.78629,-73.97081,Entire home/apt,30,6,0.16,4,283,5.231108616854587
Queens,Elmhurst,40.74186,-73.87475,Entire home/apt,30,125,1.84,1,136,4.762173934797756
Brooklyn,Bedford-Stuyvesant,40.69621,-73.94297,Entire home/apt,30,3,0.04,2,94,4.3694478524670215
Manhattan,Harlem,40.80816,-73.95192,Entire home/apt,4,67,0.98,9,0,5.135798437050262
Brooklyn,Crown Heights,40.67266,-73.91323,Private room,30,72,1.59,1,179,5.0106352940962555
Manhattan,Upper East Side,40.78559,-73.95286,Entire home/apt,30,9,0.16,77,365,5.043425116919247
Brooklyn,Prospect-Lefferts Gardens,40.66132,-73.96272,Entire home/apt,30,13,0.19,1,274,4.382026634673881
Brooklyn,Bushwick,40.69494,-73.90699,Private room,30,0,0.0,1,179,4.795790545596741
Brooklyn,Bushwick,40.699,-73.92639,Entire home/apt,30,18,0.26,2,336,5.043425116919247
Manhattan,Upper East Side,40.77415,-73.95534,Entire home/apt,30,9,0.15,77,321,5.1647859739235145
Brooklyn,South Slope,40.66472,-73.98609,Entire home/apt,30,11,0.18,1,358,5.703782474656201
Queens,Long Island City,40.73636,-73.9276,Private room,30,2,0.03,1,89,6.173786103901937
Manhattan,Harlem,40.82734,-73.942,Private room,30,3,0.07,3,333,4.174387269895637
Brooklyn,Bushwick,40.6954,-73.91298,Entire home/apt,30,19,0.28,1,90,5.10594547390058
Manhattan,Upper West Side,40.78202,-73.97593,Entire home/apt,30,16,0.25,5,365,5.616771097666572
Brooklyn,Manhattan Beach,40.57653,-73.95199,Private room,2,99,3.81,1,165,4.6913478822291435
Queens,Laurelton,40.67348,-73.75094,Entire home/apt,30,77,1.2,2,311,5.003946305945459
Staten Island,St. George,40.64572,-74.08511,Entire home/apt,30,40,0.62,3,364,5.0106352940962555
Brooklyn,Williamsburg,40.70294,-73.94412,Private room,30,2,0.06,256,30,4.174387269895637
Brooklyn,Williamsburg,40.70383,-73.94212,Private room,30,0,0.0,256,60,3.912023005428146
Brooklyn,Williamsburg,40.70471,-73.9434,Private room,30,1,0.03,256,53,3.912023005428146
Brooklyn,Bedford-Stuyvesant,40.69099,-73.92603,Entire home/apt,30,22,0.75,2,254,4.605170185988092
Manhattan,Upper East Side,40.778564453125,-73.95565795898438,Entire home/apt,30,24,0.36,138,306,5.081404364984463
Brooklyn,Crown Heights,40.67662,-73.92938,Entire home/apt,30,183,2.71,1,181,5.056245805348308
Queens,Ridgewood,40.70221,-73.90646,Entire home/apt,5,44,1.28,1,307,5.298317366548036
Manhattan,Hell's Kitchen,40.76462,-73.99285,Private room,30,126,1.86,1,153,5.5254529391317835
Brooklyn,Gowanus,40.68376,-73.98862,Entire home/apt,30,7,0.11,9,248,6.461468176353717
Brooklyn,Bushwick,40.6958,-73.91255,Entire home/apt,30,23,0.34,1,93,5.568344503761097
Brooklyn,Bedford-Stuyvesant,40.67859,-73.94757,Entire home/apt,32,10,0.2,3,114,4.653960350157523
Queens,Ditmars Steinway,40.77298,-73.91008,Entire home/apt,30,19,0.28,4,285,5.10594547390058
Manhattan,Theater District,40.7572,-73.98509,Entire home/apt,7,61,0.99,14,300,6.437751649736401
Manhattan,Morningside Heights,40.81327,-73.95989,Private room,30,0,0.0,2,270,5.204006687076795
Manhattan,Upper East Side,40.78287,-73.9451,Entire home/apt,30,9,0.19,12,360,4.762173934797756
Brooklyn,Crown Heights,40.6721,-73.93042,Entire home/apt,30,227,3.34,1,339,6.192362489474872
Manhattan,Harlem,40.82544878419816,-73.95316059683914,Private room,30,25,0.86,1,89,3.4965075614664802
Brooklyn,Williamsburg,40.7042,-73.94213,Private room,30,0,0.0,256,30,4.0943445622221
Manhattan,Upper East Side,40.7732,-73.95157,Entire home/apt,30,6,0.2,77,104,4.8283137373023015
Manhattan,Kips Bay,40.74407,-73.9781,Entire home/apt,30,12,0.18,61,244,5.886104031450156
Manhattan,Hell's Kitchen,40.76423,-73.98564,Entire home/apt,30,0,0.0,1,365,5.303304908059076
Manhattan,Theater District,40.7625,-73.98161,Entire home/apt,90,0,0.0,1,363,5.5254529391317835
Staten Island,Midland Beach,40.57303,-74.08528,Private room,30,152,2.33,1,358,5.0238805208462765
Manhattan,Hell's Kitchen,40.76052,-73.99645,Entire home/apt,30,182,2.68,1,312,7.24422751560335
Brooklyn,Williamsburg,40.70242,-73.94395,Private room,30,2,0.03,226,58,4.290459441148391
Queens,Astoria,40.76626,-73.92241,Private room,30,8,0.12,150,94,4.442651256490317
Manhattan,Upper West Side,40.76929,-73.98113,Private room,30,0,0.0,1,365,6.907755278982137
Manhattan,Gramercy,40.73412,-73.98862,Private room,2,289,4.31,1,94,4.8283137373023015
Manhattan,Gramercy,40.73547,-73.98548,Private room,30,18,0.38,20,298,4.248495242049359
Manhattan,Upper East Side,40.770451,-73.955894,Entire home/apt,30,26,0.39,47,358,4.955827057601261
Brooklyn,Prospect Heights,40.68011,-73.9668,Private room,30,85,1.34,2,268,5.4638318050256105
Manhattan,Hell's Kitchen,40.76778789999999,-73.99174099999999,Entire home/apt,31,0,0.0,1148,336,6.309918278226516
Manhattan,Harlem,40.82114,-73.94141,Private room,30,17,0.31,1,274,4.2626798770413155
Manhattan,Upper East Side,40.78411,-73.9486,Entire home/apt,30,8,0.13,77,365,4.762173934797756
Manhattan,Upper East Side,40.78384,-73.94855,Entire home/apt,30,6,0.13,77,283,4.919980925828125
Manhattan,Upper East Side,40.78411,-73.94864,Entire home/apt,30,4,0.1,77,347,5.043425116919247
Manhattan,Murray Hill,40.74882,-73.98012,Entire home/apt,30,13,0.19,61,336,5.926926025970411
Manhattan,Harlem,40.81255,-73.94998,Private room,30,3,0.09,1,101,4.430816798843313
Queens,Corona,40.74295,-73.85357,Private room,30,26,0.39,2,195,3.912023005428146
Brooklyn,Bushwick,40.700187071844006,-73.93646919892383,Entire home/apt,30,0,0.0,1,365,5.19295685089021
Brooklyn,Cypress Hills,40.6867,-73.87192,Private room,30,257,3.97,2,365,4.0943445622221
Manhattan,Gramercy,40.73437,-73.98728,Entire home/apt,2,296,4.42,1,86,5.0106352940962555
Manhattan,Hell's Kitchen,40.76778789999999,-73.99174099999999,Entire home/apt,31,0,0.0,1148,196,6.104793232414985
Brooklyn,Gowanus,40.68232,-73.98537,Entire home/apt,30,3,0.06,3,75,5.176149732573829
Brooklyn,East New York,40.67901,-73.87612,Entire home/apt,30,14,0.29,1,159,5.14166355650266
Queens,Woodside,40.74407,-73.90483,Private room,30,1,0.02,226,44,3.7376696182833684
Manhattan,Upper East Side,40.78329,-73.95061,Private room,30,2,0.05,77,319,4.174387269895637
Bronx,Bronxdale,40.85209,-73.86588,Private room,30,0,0.0,1,180,4.127134385045092
Brooklyn,Brighton Beach,40.57574,-73.96294,Private room,30,7,0.11,3,89,4.276666119016055
Manhattan,Murray Hill,40.74456,-73.97199,Entire home/apt,30,3,0.05,2,306,5.488937726156687
Manhattan,Midtown,40.7604361,-73.96852299999999,Entire home/apt,31,1,0.05,1148,336,6.206575926724928
Brooklyn,Canarsie,40.63932058718024,-73.91232169487887,Private room,2,76,1.93,2,262,4.700480365792417
Manhattan,Murray Hill,40.74778,-73.97772,Private room,30,2,0.07,9,332,6.063785208687608
Manhattan,Murray Hill,40.74743,-73.97938,Entire home/apt,30,0,0.0,9,318,6.285998094508865
Manhattan,Kips Bay,40.74533462524414,-73.9798583984375,Entire home/apt,30,14,0.22,138,285,5.1298987149230735
Manhattan,Murray Hill,40.750240325927734,-73.97774505615234,Entire home/apt,30,18,0.28,138,308,5.37989735354046
Brooklyn,Bedford-Stuyvesant,40.68427,-73.93169,Private room,30,1,0.01,3,74,4.382026634673881
Brooklyn,Bedford-Stuyvesant,40.68191,-73.93988,Private room,30,104,1.61,1,122,5.003946305945459
Brooklyn,East Flatbush,40.64846,-73.94586,Entire home/apt,30,0,0.0,2,365,5.14166355650266
Manhattan,Hell's Kitchen,40.761164,-73.997741,Entire home/apt,31,0,0.0,1148,244,5.986452005284438
Staten Island,St. George,40.64406,-74.08443,Entire home/apt,30,77,1.2,3,179,4.8283137373023015
Manhattan,Upper East Side,40.77342,-73.95161,Entire home/apt,30,12,0.19,61,321,5.393627546352362
Manhattan,Upper West Side,40.77662,-73.97875,Private room,30,2,0.04,3,219,6.396929655216146
Manhattan,Upper East Side,40.77328,-73.95003,Entire home/apt,30,13,0.21,61,336,5.438079308923196
Staten Island,West Brighton,40.63304,-74.12164,Private room,30,15,0.27,1,362,4.060443010546419
Manhattan,Upper East Side,40.77316,-73.94999,Entire home/apt,30,6,0.1,61,293,5.247024072160486
Brooklyn,Williamsburg,40.71723,-73.95707,Entire home/apt,30,13,0.3,1,31,4.59511985013459
Manhattan,Harlem,40.806901,-73.950767,Entire home/apt,30,19,0.29,3,349,5.6937321388027
Brooklyn,Williamsburg,40.70456,-73.94207,Private room,30,6,0.1,215,30,4.31748811353631
Brooklyn,Williamsburg,40.70261,-73.94373,Private room,30,2,0.04,215,91,3.912023005428146
Brooklyn,Williamsburg,40.70384,-73.94196,Private room,30,4,0.11,215,37,4.007333185232471
Brooklyn,Williamsburg,40.70261,-73.94338,Private room,30,8,0.13,215,53,3.8918202981106265
Manhattan,Kips Bay,40.7410961,-73.97825230000001,Entire home/apt,31,1,0.02,1148,335,5.973809611869261
Brooklyn,Williamsburg,40.70437,-73.94405,Private room,30,2,0.05,215,58,3.970291913552122
Brooklyn,Williamsburg,40.70431,-73.94365,Private room,30,2,0.04,226,30,4.174387269895637
Bronx,Morrisania,40.83008,-73.89712,Entire home/apt,30,113,1.73,1,364,4.8283137373023015
Manhattan,East Harlem,40.79789,-73.93914,Entire home/apt,30,38,0.57,1,365,4.553876891600541
Queens,Flushing,40.74435,-73.82452,Entire home/apt,30,8,0.12,8,60,5.41610040220442
Queens,Flushing,40.74451,-73.82444,Entire home/apt,30,10,0.16,8,123,5.298317366548036
Queens,Long Island City,40.75211,-73.93683,Entire home/apt,30,29,0.44,7,1,5.247024072160486
Manhattan,Harlem,40.83048,-73.94661,Entire home/apt,31,0,0.0,1,180,3.912023005428146
Manhattan,Harlem,40.8069,-73.950768,Entire home/apt,30,18,0.28,3,350,5.1647859739235145
Queens,Ditmars Steinway,40.76851,-73.89596,Private room,30,0,0.0,1,269,4.564348191467836
Manhattan,Upper West Side,40.77513,-73.98445,Entire home/apt,238,0,0.0,1,365,5.0106352940962555
Brooklyn,Boerum Hill,40.68582,-73.98677,Entire home/apt,30,13,0.2,9,354,5.926926025970411
Brooklyn,Williamsburg,40.7074,-73.96202,Entire home/apt,30,12,0.18,5,332,5.0106352940962555
Queens,Astoria,40.75811,-73.91527,Entire home/apt,30,11,0.39,1,270,5.187385805840755
Brooklyn,East Flatbush,40.65472,-73.92054,Private room,30,121,1.88,1,180,4.927253685157205
Brooklyn,Williamsburg,40.71223,-73.96272,Entire home/apt,30,19,0.29,1,93,4.787491742782046
Manhattan,Inwood,40.86415,-73.92373,Private room,30,0,0.0,215,30,3.6375861597263857
Queens,Long Island City,40.75936,-73.93009,Private room,30,0,0.0,1,365,4.74493212836325
Queens,Long Island City,40.75293,-73.93522,Entire home/apt,30,33,0.52,7,30,5.247024072160486
Brooklyn,Williamsburg,40.71314,-73.95667,Entire home/apt,30,24,0.36,5,318,4.74493212836325
Manhattan,Kips Bay,40.741153717041016,-73.97921752929688,Entire home/apt,30,9,0.17,138,328,5.0238805208462765
Brooklyn,Bedford-Stuyvesant,40.6946,-73.95062,Entire home/apt,30,17,0.26,1,41,4.955827057601261
Manhattan,Upper West Side,40.78263473510742,-73.97559356689453,Entire home/apt,30,14,0.28,138,365,4.976733742420574
Manhattan,Harlem,40.80338,-73.94978,Entire home/apt,30,4,0.09,2,270,5.247024072160486
Manhattan,Harlem,40.80748,-73.94567,Entire home/apt,30,0,0.0,4,359,6.003887067106539
Manhattan,Harlem,40.80721,-73.95126,Entire home/apt,30,8,0.15,1,160,4.812184355372417
Brooklyn,Bedford-Stuyvesant,40.69648,-73.95903,Private room,2,190,2.85,1,291,4.804021044733257
Manhattan,Harlem,40.81291,-73.94352,Private room,30,6,0.1,150,326,4.1588830833596715
Brooklyn,Gowanus,40.67152,-73.98884,Private room,30,3,0.05,29,321,3.9512437185814275
Brooklyn,Bushwick,40.69666,-73.91435,Entire home/apt,30,8,0.13,1,89,5.017279836814924
Brooklyn,Bedford-Stuyvesant,40.68114,-73.94529,Private room,30,2,0.03,41,365,4.127134385045092
Brooklyn,Bedford-Stuyvesant,40.68418,-73.91487,Private room,1,147,5.07,3,332,4.605170185988092
Queens,Flushing,40.74516,-73.8245,Entire home/apt,30,7,0.11,8,332,4.927253685157205
Brooklyn,Bushwick,40.69112,-73.91356,Private room,30,16,0.26,150,356,4.219507705176107
Brooklyn,Flatbush,40.64046,-73.95684,Entire home/apt,30,0,0.0,1,178,5.062595033026967
Queens,Astoria,40.7613,-73.91449,Private room,30,91,1.42,1,269,4.795790545596741
